Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3710010039,21.43333417,1.589905,3710432409,21.43333278,0.874903
3710010069,21.4416675,1.5905,3710432439,21.44166611,0.87788
3710010099,21.44999833,1.583356,3710432469,21.44999944,0.874308
3710010129,21.45833444,1.582761,3710432499,21.45833278,0.874308
3710010159,21.46666778,1.580975,3710432529,21.46666444,0.874903
3710010189,21.47499972,1.58038,3710432559,21.47499917,0.870141
3710010219,21.48333417,1.576808,3710432589,21.48333306,0.871927
3710010249,21.49167722,1.576212,3710432619,21.49166611,0.866569
3710010279,21.50000083,1.575022,3710432649,21.49999944,0.867164
3710010309,21.50833444,1.57264,3710432679,21.5083325,0.864783
3710010339,21.51666778,1.567282,3710432709,21.51666611,0.863592
3710010369,21.52500083,1.570259,3710432739,21.52499972,0.86002
3710010399,21.53333444,1.567878,3710432769,21.53333083,0.862401
3710010429,21.54166528,1.56371,3710432799,21.54166611,0.859425
3710010459,21.55,1.559543,3710432829,21.54999972,0.857043
3710010489,21.55833389,1.559543,3710432859,21.55833306,0.854067
3710010519,21.56666694,1.558948,3710432889,21.56666639,0.852281
3710010549,21.57500111,1.555971,3710432919,21.57500139,0.852876
3710010579,21.58333417,1.55478,3710432949,21.5833325,0.853471
3710010609,21.59166778,1.551803,3710432979,21.59166639,0.85109
3710010639,21.60000083,1.552399,3710433009,21.59999944,0.849304
3710010669,21.60833444,1.548827,3710433039,21.60833278,0.842755
3710010699,21.61666722,1.544659,3710433069,21.61666611,0.845732
3710010729,21.62500111,1.542278,3710433099,21.62499944,0.845136
3710010759,21.63333361,1.541683,3710433129,21.63333194,0.84216
3710010789,21.64166778,1.541683,3710433159,21.64166611,0.842755
3710010819,21.64999833,1.537515,3710433189,21.64999944,0.842755
3710010849,21.65833417,1.534539,3710433219,21.65833278,0.839778
3710010879,21.66666667,1.535134,3710433249,21.66666611,0.838588
3710010909,21.67499861,1.529181,3710433279,21.67500417,0.836802
3710010939,21.68333222,1.529181,3710433309,21.68333278,0.835016
3710010969,21.69166694,1.523227,3710433339,21.69166639,0.83442
3710010999,21.70000028,1.52799,3710433369,21.69999917,0.832634
3710011029,21.70833194,1.523227,3710433399,21.70833583,0.832039
3710011059,21.71666667,1.518464,3710433429,21.71666639,0.829658
3710011089,21.72500083,1.522037,3710433459,21.72499972,0.829062
3710011119,21.73333444,1.519655,3710433489,21.73333278,0.826086
3710011149,21.74166722,1.518464,3710433519,21.74166611,0.82549
3710011179,21.74999833,1.516678,3710433549,21.74999806,0.8243
3710011209,21.75833389,1.514297,3710433579,21.75833278,0.823109
3710011239,21.76666528,1.513106,3710433609,21.76666611,0.820132
3710011269,21.77500083,1.511916,3710433639,21.77499917,0.818942
3710011299,21.78333444,1.509534,3710433669,21.78333278,0.815965
3710011329,21.79166528,1.507153,3710433699,21.79166611,0.814179
3710011359,21.80000056,1.502986,3710433729,21.79999944,0.818346
3710011389,21.80833389,1.504176,3710433759,21.80833278,0.813584
3710011419,21.81666806,1.502986,3710433789,21.81666639,0.811798
3710011449,21.82500028,1.498818,3710433819,21.82499972,0.811798
3710011479,21.83333361,1.498818,3710433849,21.83333111,0.80763
3710011509,21.84166778,1.494056,3710433879,21.84166611,0.805844
3710011539,21.85000056,1.492865,3710433909,21.85,0.806439
3710011569,21.85833167,1.491674,3710433939,21.85833278,0.805249
3710011599,21.86666778,1.485126,3710433969,21.86666583,0.804058
3710011629,21.87500139,1.486316,3710433999,21.87499972,0.801081
3710011659,21.88333417,1.481553,3710434029,21.8833325,0.802272
3710011689,21.89166667,1.481553,3710434059,21.89166667,0.800486
3710011719,21.9,1.478577,3710434089,21.89999944,0.7987
3710011749,21.90833417,1.477981,3710434119,21.90833278,0.795723
3710011779,21.916665,1.475005,3710434149,21.91666611,0.796319
3710011809,21.92500028,1.474409,3710434179,21.92499972,0.792747
3710011839,21.93333472,1.468456,3710434209,21.93333278,0.790365
3710011869,21.94166639,1.467265,3710434239,21.94166583,0.791556
3710011899,21.95000111,1.465479,3710434269,21.94999944,0.789175
3710011929,21.95833444,1.464289,3710434299,21.95833306,0.788579
3710011959,21.96666694,1.460717,3710434329,21.96666639,0.787984
3710011989,21.97500056,1.454763,3710434359,21.97499917,0.785603
3710012019,21.98333417,1.45774,3710434389,21.98333278,0.782626
3710012049,21.9916675,1.451191,3710434419,21.99166611,0.78084
3710012079,22,1.453573,3710434449,22.00002139,0.777268
3710012109,22.00833167,1.450596,3710434479,22.00833306,0.780245
3710012139,22.0166675,1.447619,3710434509,22.01666611,0.776077
3710012169,22.02500083,1.447024,3710434539,22.02499972,0.779649
3710012199,22.03333417,1.446428,3710434569,22.03333111,0.770719
3710012229,22.04166722,1.443452,3710434599,22.04166556,0.7731
3710012259,22.05000083,1.44107,3710434629,22.04999944,0.7731
3710012289,22.05833444,1.438689,3710434659,22.0583325,0.768338
3710012319,22.06666694,1.438689,3710434689,22.06666639,0.770124
3710012349,22.07499806,1.438689,3710434719,22.07499806,0.768338
3710012379,22.08333417,1.432736,3710434749,22.08334,0.768338
3710012409,22.09166722,1.43214,3710434779,22.09166611,0.767147
3710012439,22.10000083,1.431545,3710434809,22.09999972,0.764766
3710012469,22.10833417,1.429164,3710434839,22.1083325,0.765361
3710012499,22.1166675,1.425592,3710434869,22.11666444,0.761789
3710012529,22.12500056,1.42321,3710434899,22.12499972,0.759408
3710012559,22.13333361,1.419043,3710434929,22.13333278,0.756431
3710012589,22.14166667,1.417257,3710434959,22.14166639,0.753454
3710012619,22.15000083,1.415471,3710434989,22.14999944,0.756431
3710012649,22.15833444,1.415471,3710435019,22.15833139,0.753454
3710012679,22.16666722,1.41309,3710435049,22.16666778,0.75405
3710012709,22.17500028,1.408327,3710435079,22.17499944,0.751668
3710012739,22.18333417,1.411304,3710435109,22.18333278,0.748096
3710012769,22.19166778,1.406541,3710435139,22.19166583,0.748096
3710012799,22.20000139,1.406541,3710435169,22.20000167,0.745715
3710012829,22.20833417,1.403564,3710435199,22.2083325,0.743334
3710012859,22.21666778,1.398801,3710435229,22.21666611,0.743929
3710012889,22.22499917,1.39642,3710435259,22.22500389,0.743334
3710012919,22.23333444,1.392848,3710435289,22.23333306,0.739166
3710012949,22.24166778,1.390467,3710435319,22.24166611,0.741548
3710012979,22.25000083,1.38749,3710435349,22.25000111,0.736785
3710013009,22.25833444,1.386895,3710435379,22.25833278,0.737976
3710013039,22.26666722,1.385704,3710435409,22.26666444,0.734403
3710013069,22.27500056,1.379155,3710435439,22.2750025,0.733808
3710013099,22.28333417,1.377965,3710435469,22.28333278,0.733808
3710013129,22.29166556,1.374393,3710435499,22.29166611,0.730236
3710013159,22.30000083,1.373202,3710435529,22.29999889,0.730236
3710013189,22.30833389,1.37082,3710435559,22.30833139,0.730236
3710013219,22.31666778,1.36963,3710435589,22.31666583,0.727855
3710013249,22.32500111,1.367844,3710435619,22.32499944,0.726664
3710013279,22.33333417,1.366058,3710435649,22.33333083,0.723092
3710013309,22.34166667,1.36189,3710435679,22.34166583,0.723687
3710013339,22.35000111,1.36189,3710435709,22.34999778,0.724283
3710013369,22.35833444,1.362486,3710435739,22.3583325,0.718925
3710013399,22.36666778,1.357128,3710435769,22.36666639,0.720115
3710013429,22.375,1.354151,3710435799,22.37499944,0.715948
3710013459,22.38333417,1.352365,3710435829,22.38333306,0.714757
3710013489,22.39166806,1.35177,3710435859,22.39166611,0.716543
3710013519,22.40000083,1.347602,3710435889,22.39999944,0.715948
3710013549,22.40833417,1.344626,3710435919,22.40833306,0.712971
3710013579,22.4166675,1.341649,3710435949,22.41666472,0.713567
3710013609,22.42500111,1.339863,3710435979,22.42500139,0.71059
3710013639,22.43333472,1.339863,3710436009,22.43333472,0.707613
3710013669,22.44166694,1.334505,3710436039,22.4416675,0.708804
3710013699,22.45000111,1.334505,3710436069,22.44999944,0.706423
3710013729,22.45833194,1.3351,3710436099,22.45833306,0.705827
3710013759,22.46666806,1.330337,3710436129,22.46666583,0.70166
3710013789,22.47500056,1.327956,3710436159,22.47499917,0.702255
3710013819,22.48333389,1.324384,3710436189,22.4833325,0.699874
3710013849,22.49166778,1.325575,3710436219,22.49166611,0.697492
3710013879,22.50000083,1.319026,3710436249,22.49999944,0.696897
3710013909,22.50833361,1.317835,3710436279,22.50833306,0.693325
3710013939,22.51666778,1.314263,3710436309,22.51666583,0.694516
3710013969,22.52500056,1.311287,3710436339,22.52499917,0.694516
3710013999,22.53333417,1.309501,3710436369,22.53333139,0.691539
3710014029,22.54166667,1.310096,3710436399,22.54166611,0.689753
3710014059,22.55000111,1.304738,3710436429,22.54999889,0.689753
3710014089,22.55833417,1.302357,3710436459,22.55833444,0.689158
3710014119,22.56666667,1.301166,3710436489,22.56666611,0.686181
3710014149,22.57500056,1.298785,3710436519,22.57500139,0.687967
3710014179,22.58333278,1.296999,3710436549,22.5833325,0.68499
3710014209,22.59166778,1.293426,3710436579,22.59166611,0.6838
3710014239,22.60000083,1.292831,3710436609,22.59999972,0.678442
3710014269,22.60833417,1.286878,3710436639,22.60833306,0.678442
3710014299,22.61666583,1.286878,3710436669,22.61666611,0.678442
3710014329,22.62500083,1.285092,3710436699,22.62500361,0.67606
3710014359,22.63333444,1.283306,3710436729,22.63333306,0.67606
3710014389,22.64166556,1.280924,3710436759,22.64166611,0.673084
3710014419,22.65000444,1.276757,3710436789,22.64999944,0.671893
3710014449,22.65833417,1.27378,3710436819,22.65833278,0.673084
3710014479,22.66666528,1.27259,3710436849,22.66666556,0.669512
3710014509,22.67500083,1.270208,3710436879,22.67499944,0.671893
3710014539,22.68333444,1.26485,3710436909,22.68333306,0.666535
3710014569,22.69166806,1.266636,3710436939,22.69166611,0.667726
3710014599,22.70000083,1.260683,3710436969,22.69999972,0.664749
3710014629,22.70833444,1.261874,3710436999,22.70833278,0.664154
3710014659,22.7166675,1.262469,3710437029,22.71666611,0.662368
3710014689,22.72500111,1.259492,3710437059,22.72499944,0.662368
3710014719,22.73333444,1.253539,3710437089,22.7333325,0.6582
3710014749,22.74166528,1.252943,3710437119,22.74166611,0.658795
3710014779,22.75000111,1.251157,3710437149,22.74999889,0.657009
3710014809,22.75833389,1.251157,3710437179,22.75833278,0.654628
3710014839,22.76666778,1.248776,3710437209,22.76666583,0.651651
3710014869,22.77500083,1.244013,3710437239,22.77499972,0.653437
3710014899,22.78333389,1.244013,3710437269,22.78333111,0.656414
3710014929,22.7916675,1.239251,3710437299,22.79166611,0.653437
3710014959,22.80000111,1.236869,3710437329,22.80000167,0.647484
3710014989,22.80833417,1.237465,3710437359,22.80833306,0.648675
3710015019,22.81666583,1.232702,3710437389,22.81666611,0.64927
3710015049,22.82500111,1.227939,3710437419,22.82500111,0.648675
3710015079,22.833335,1.229725,3710437449,22.83333306,0.644507
3710015109,22.84167111,1.228535,3710437479,22.84166639,0.645103
3710015139,22.85000306,1.225558,3710437509,22.85,0.642126
3710015169,22.85833222,1.223772,3710437539,22.8583325,0.639745
3710015199,22.86666472,1.220795,3710437569,22.86666694,0.637363
3710015229,22.87500111,1.217818,3710437599,22.87499944,0.639149
3710015259,22.88333194,1.216628,3710437629,22.8833325,0.636173
3710015289,22.8916675,1.209484,3710437659,22.89166639,0.636768
3710015319,22.89999833,1.213651,3710437689,22.89999972,0.636173
3710015349,22.90833444,1.21246,3710437719,22.90833278,0.635577
3710015379,22.91666778,1.205912,3710437749,22.91666667,0.632601
3710015409,22.92500639,1.206507,3710437779,22.92499917,0.634387
3710015439,22.93333417,1.204126,3710437809,22.93333139,0.629029
3710015469,22.94166806,1.198768,3710437839,22.94166444,0.626647
3710015499,22.95,1.196982,3710437869,22.94999944,0.627243
3710015529,22.95833139,1.196982,3710437899,22.95833222,0.626647
3710015559,22.96666528,1.1946,3710437929,22.96666583,0.624266
3710015589,22.975,1.192219,3710437959,22.97499806,0.623075
3710015619,22.98333361,1.19341,3710437989,22.98333222,0.621289
3710015649,22.9916675,1.187456,3710438019,22.99166556,0.620694
3710015679,23.00000056,1.184479,3710438049,23,0.618312
3710015709,23.00833417,1.182693,3710438079,23.00833333,0.619503
3710015739,23.01666694,1.182098,3710438109,23.01666528,0.625457
3710015769,23.02500111,1.178526,3710438139,23.02499889,0.624861
3710015799,23.03333306,1.175549,3710438169,23.0333325,0.629029
3710015829,23.04166778,1.172573,3710438199,23.04166611,0.621884
3710015859,23.05000139,1.171382,3710438229,23.04999944,0.620694
3710015889,23.05833417,1.169001,3710438259,23.05833278,0.621884
3710015919,23.0666675,1.166024,3710438289,23.06666639,0.619503
3710015949,23.07500111,1.165429,3710438319,23.07499972,0.615336
3710015979,23.08333444,1.164833,3710438349,23.08333278,0.616526
3710016009,23.0916675,1.164238,3710438379,23.09166556,0.617717
3710016039,23.10000139,1.159475,3710438409,23.09999861,0.612954
3710016069,23.10833417,1.157094,3710438439,23.10833333,0.61355
3710016099,23.11666778,1.154713,3710438469,23.11667472,0.611764
3710016129,23.12500111,1.150545,3710438499,23.12499972,0.610573
3710016159,23.13333417,1.149355,3710438529,23.13333111,0.608787
3710016189,23.14166722,1.151141,3710438559,23.14166667,0.608787
3710016219,23.15000083,1.146973,3710438589,23.14999889,0.609978
3710016249,23.15833167,1.146973,3710438619,23.15833306,0.607596
3710016279,23.16666778,1.142806,3710438649,23.16666611,0.60462
3710016309,23.17500111,1.140424,3710438679,23.17499944,0.590927
3710016339,23.18333361,1.139829,3710438709,23.18333278,0.591522
3710016369,23.19166778,1.136852,3710438739,23.19166611,0.591522
3710016399,23.20000083,1.132685,3710438769,23.19999778,0.590332
3710016429,23.20833278,1.130304,3710438799,23.20833278,0.592713
3710016459,23.2166675,1.13328,3710438829,23.21666639,0.589141
3710016489,23.22500056,1.129113,3710438859,23.22499917,0.584378
3710016519,23.23333389,1.126732,3710438889,23.23333111,0.586759
3710016549,23.241665,1.123755,3710438919,23.24166639,0.581997
3710016579,23.25000056,1.120183,3710438949,23.24999972,0.584378
3710016609,23.25833444,1.117206,3710438979,23.2583325,0.583187
3710016639,23.2666675,1.118992,3710439009,23.26666611,0.581997
3710016669,23.27500111,1.118397,3710439039,23.27499806,0.580211
3710016699,23.28333194,1.116611,3710439069,23.28333222,0.577829
3710016729,23.2916675,1.111253,3710439099,23.29166611,0.578425
3710016759,23.30000139,1.108871,3710439129,23.29999972,0.576639
3710016789,23.30833417,1.108871,3710439159,23.30833194,0.575448
3710016819,23.31666528,1.105299,3710439189,23.31666611,0.574257
3710016849,23.32500083,1.107085,3710439219,23.32499917,0.574853
3710016879,23.33333472,1.102918,3710439249,23.33333139,0.570685
3710016909,23.3416675,1.101132,3710439279,23.34166611,0.569495
3710016939,23.35000083,1.098155,3710439309,23.34999917,0.569495
3710016969,23.35833444,1.095774,3710439339,23.3583325,0.569495
3710016999,23.36666722,1.09756,3710439369,23.36666639,0.564137
3710017029,23.37500056,1.093988,3710439399,23.37499917,0.565327
3710017059,23.38333444,1.093988,3710439429,23.38333333,0.565327
3710017089,23.39166778,1.088035,3710439459,23.39166667,0.565327
3710017119,23.39999833,1.091607,3710439489,23.39999917,0.564732
3710017149,23.40833444,1.085058,3710439519,23.40833278,0.562946
3710017179,23.41666639,1.087439,3710439549,23.41666639,0.559969
3710017209,23.42499861,1.081486,3710439579,23.42499944,0.56116
3710017239,23.43333444,1.081486,3710439609,23.43333278,0.560565
3710017269,23.44166667,1.080891,3710439639,23.44166583,0.558183
3710017299,23.44999861,1.077319,3710439669,23.44999917,0.558183
3710017329,23.45833417,1.077914,3710439699,23.4583325,0.554016
3710017359,23.46666667,1.076128,3710439729,23.46666611,0.554611
3710017389,23.47500028,1.073151,3710439759,23.47499917,0.554016
3710017419,23.48333222,1.070174,3710439789,23.48333278,0.554611
3710017449,23.4916675,1.07077,3710439819,23.49166639,0.551635
3710017479,23.50000111,1.067793,3710439849,23.49999778,0.550444
3710017509,23.50833222,1.066602,3710439879,23.50833278,0.550444
3710017539,23.5166675,1.066602,3710439909,23.51666639,0.548062
3710017569,23.52500111,1.062435,3710439939,23.52499917,0.548658
3710017599,23.53333444,1.065412,3710439969,23.53333139,0.545681
3710017629,23.54166722,1.060649,3710439999,23.54166639,0.54449
3710017659,23.55,1.058863,3710440029,23.54999972,0.545086
3710017689,23.55833194,1.057077,3710440059,23.55833278,0.555802
3710017719,23.56666528,1.058863,3710440089,23.56666583,0.55223
3710017749,23.57500139,1.0541,3710440119,23.57500083,0.553421
3710017779,23.58333444,1.0541,3710440149,23.5833325,0.55223
3710017809,23.5916675,1.048742,3710440179,23.59166528,0.549849
3710017839,23.6,1.048742,3710440209,23.59999889,0.549253
3710017869,23.60833361,1.04517,3710440239,23.60833083,0.549253
3710017899,23.616665,1.045766,3710440269,23.61666472,0.547467
3710017929,23.62499861,1.043384,3710440299,23.62499917,0.547467
3710017959,23.63333389,1.041598,3710440329,23.63333306,0.545681
3710017989,23.641665,1.040408,3710440359,23.64166639,0.542704
3710018019,23.64999889,1.040408,3710440389,23.64999972,0.543895
3710018049,23.65833417,1.042194,3710440419,23.65833278,0.53437
3710018079,23.66666778,1.037431,3710440449,23.66666556,0.530798
3710018109,23.67499833,1.036836,3710440479,23.67499944,0.531393
3710018139,23.68333361,1.035049,3710440509,23.6833325,0.532584
3710018169,23.69166806,1.032073,3710440539,23.69166611,0.530798
3710018199,23.69999833,1.032668,3710440569,23.69999944,0.531988
3710018229,23.70833306,1.030287,3710440599,23.70833278,0.527821
3710018259,23.71666778,1.028501,3710440629,23.71666444,0.529012
3710018289,23.72500056,1.026119,3710440659,23.72499944,0.52663
3710018319,23.73333333,1.023143,3710440689,23.7333325,0.52544
3710018349,23.74166806,1.021952,3710440719,23.74166611,0.529607
3710018379,23.74999889,1.020761,3710440749,23.74999917,0.527226
3710018409,23.75833222,1.023738,3710440779,23.75833278,0.523654
3710018439,23.76666806,1.020761,3710440809,23.76666583,0.521272
3710018469,23.77500056,1.015999,3710440839,23.77499778,0.52544
3710018499,23.78333417,1.014213,3710440869,23.78333278,0.522463
3710018529,23.79166778,1.014213,3710440899,23.79166611,0.521272
3710018559,23.80000111,1.011236,3710440929,23.79999944,0.5177
3710018589,23.80833194,1.00945,3710440959,23.80833222,0.521272
3710018619,23.81666778,1.011831,3710440989,23.81666611,0.519486
3710018649,23.82500083,1.007664,3710441019,23.82499778,0.517105
3710018679,23.83333333,1.010641,3710441049,23.83333139,0.514724
3710018709,23.84166806,1.005283,3710441079,23.84166611,0.515319
3710018739,23.85000111,1.007664,3710441109,23.84999806,0.514128
3710018769,23.85833194,1.004687,3710441139,23.85833306,0.513533
3710018799,23.8666675,1.007069,3710441169,23.86666611,0.511151
3710018829,23.87500111,1.005283,3710441199,23.87499917,0.512938
3710018859,23.88333389,1.00052,3710441229,23.88333278,0.513533
3710018889,23.89166722,1.001115,3710441259,23.89166528,0.511151
3710018919,23.90000111,0.999329,3710441289,23.89999889,0.50877
3710018949,23.90833389,0.999925,3710441319,23.90833194,0.511151
3710018979,23.9166675,0.997543,3710441349,23.91666444,0.511151
3710019009,23.92500028,0.996948,3710441379,23.92499806,0.505793
3710019039,23.93333222,0.995757,3710441409,23.93333111,0.508175
3710019069,23.94166694,0.993971,3710441439,23.94166639,0.506389
3710019099,23.95000083,0.994566,3710441469,23.94999778,0.506389
3710019129,23.95833194,0.99278,3710441499,23.95833306,0.506984
3710019159,23.9666675,0.990994,3710441529,23.96666444,0.504603
3710019189,23.97500083,0.99159,3710441559,23.97499972,0.503412
3710019219,23.98333389,0.990399,3710441589,23.98333278,0.502221
3710019249,23.99166778,0.990399,3710441619,23.99166472,0.502221
3710019279,24.00000111,0.990399,3710441649,23.99999889,0.501031
3710019309,24.00833333,0.987422,3710441679,24.00833278,0.502817
3710019339,24.0166675,0.985041,3710441709,24.01666472,0.49984
3710019369,24.02500028,0.985041,3710441739,24.02499917,0.500435
3710019399,24.03333417,0.984446,3710441769,24.03333278,0.497459
3710019429,24.04166806,0.98266,3710441799,24.04166556,0.501626
3710019459,24.05000028,0.980874,3710441829,24.04999917,0.497459
3710019489,24.05833194,0.979683,3710441859,24.05833222,0.496863
3710019519,24.0666675,0.977897,3710441889,24.06666611,0.495673
3710019549,24.07500194,0.979088,3710441919,24.07499972,0.495673
3710019579,24.08333167,0.978492,3710441949,24.08333278,0.494482
3710019609,24.0916675,0.973134,3710441979,24.09166444,0.493291
3710019639,24.09999861,0.978492,3710442009,24.09999778,0.493291
3710019669,24.1083325,0.971944,3710442039,24.1083325,0.493291
3710019699,24.1166675,0.97373,3710442069,24.11666583,0.491505
3710019729,24.12500028,0.971944,3710442099,24.12499972,0.489719
3710019759,24.13333222,0.971348,3710442129,24.13333278,0.486743
3710019789,24.14166694,0.973134,3710442159,24.14166583,0.490315
3710019819,24.15000139,0.966586,3710442189,24.14999917,0.490315
3710019849,24.15833444,0.971348,3710442219,24.15833278,0.490315
3710019879,24.16666806,0.965395,3710442249,24.16666583,0.489124
3710019909,24.17500111,0.968967,3710442279,24.17499972,0.487338
3710019939,24.18333417,0.967181,3710442309,24.18333306,0.484957
3710019969,24.19166639,0.9648,3710442339,24.19166472,0.485552
3710019999,24.19999917,0.96599,3710442369,24.19999778,0.486147
3710020029,24.20833417,0.96599,3710442399,24.20833278,0.484957
3710020059,24.2166675,0.961823,3710442429,24.21666611,0.485552
3710020089,24.22500028,0.965395,3710442459,24.22499972,0.483766
3710020119,24.23333444,0.963609,3710442489,24.2333325,0.483171
3710020149,24.24166722,0.960632,3710442519,24.24166556,0.480789
3710020179,24.25000111,0.959441,3710442549,24.24999944,0.480194
3710020209,24.25833333,0.961823,3710442579,24.25833278,0.481385
3710020239,24.26666694,0.955869,3710442609,24.26666611,0.480194
3710020269,24.27500194,0.958251,3710442639,24.27499778,0.481385
3710020299,24.28333194,0.955869,3710442669,24.28333111,0.477813
3710020329,24.29166778,0.955274,3710442699,24.29166583,0.479599
3710020359,24.30000083,0.953488,3710442729,24.2999975,0.478408
3710020389,24.30833444,0.955869,3710442759,24.30833111,0.479599
3710020419,24.31666722,0.952297,3710442789,24.31666583,0.478408
3710020449,24.32499861,0.950511,3710442819,24.32499944,0.477813
3710020479,24.33333194,0.951107,3710442849,24.33333111,0.476027
3710020509,24.3416675,0.948725,3710442879,24.34166639,0.476027
3710020539,24.35,0.949321,3710442909,24.34999944,0.474836
3710020569,24.35833417,0.951107,3710442939,24.35833139,0.475431
3710020599,24.36666528,0.94813,3710442969,24.36666444,0.475431
3710020629,24.37499861,0.951702,3710442999,24.37499944,0.47424
3710020659,24.38333194,0.948725,3710443029,24.38333306,0.475431
3710020689,24.39166778,0.945749,3710443059,24.39166444,0.473645
3710020719,24.40000111,0.949321,3710443089,24.39999778,0.47305
3710020749,24.40833333,0.945153,3710443119,24.40833111,0.471859
3710020779,24.41666778,0.945749,3710443149,24.41666611,0.470073
3710020809,24.42500028,0.943963,3710443179,24.42499833,0.470668
3710020839,24.43333472,0.946344,3710443209,24.4333325,0.47305
3710020869,24.44166528,0.945153,3710443239,24.44166556,0.470668
3710020899,24.44999861,0.943963,3710443269,24.44999972,0.470668
3710020929,24.45833417,0.94813,3710443299,24.45833278,0.469478
3710020959,24.46666778,0.944558,3710443329,24.46666639,0.467692
3710020989,24.47500083,0.940391,3710443359,24.47499778,0.468287
3710021019,24.48333222,0.940986,3710443389,24.48333139,0.468882
3710021049,24.4916675,0.940391,3710443419,24.49166639,0.464715
3710021079,24.50000111,0.942772,3710443449,24.49999944,0.467096
3710021109,24.50833361,0.940986,3710443479,24.5083325,0.46531
3710021139,24.51666722,0.9392,3710443509,24.51666667,0.464715
3710021169,24.525,0.938009,3710443539,24.52499944,0.464715
3710021199,24.53333417,0.936819,3710443569,24.53333111,0.463524
3710021229,24.541665,0.941581,3710443599,24.54166611,0.462929
3710021259,24.55000111,0.936223,3710443629,24.54999778,0.463524
3710021289,24.55833361,0.938009,3710443659,24.55833278,0.461738
3710021319,24.5666675,0.9392,3710443689,24.56666639,0.462929
3710021349,24.57500111,0.935628,3710443719,24.57499944,0.463524
3710021379,24.58333306,0.936223,3710443749,24.58333278,0.463524
3710021409,24.5916675,0.938009,3710443779,24.59166639,0.461143
3710021439,24.60000028,0.932651,3710443809,24.59999917,0.460548
3710021469,24.60833472,0.934437,3710443839,24.6083325,0.460548
3710021499,24.61666806,0.935033,3710443869,24.61666444,0.459357
3710021529,24.62500111,0.934437,3710443899,24.62499806,0.460548
3710021559,24.63333139,0.933842,3710443929,24.63333083,0.461738
3710021589,24.6416675,0.932056,3710443959,24.64166611,0.459952
3710021619,24.65000083,0.932651,3710443989,24.64999944,0.455785
3710021649,24.65833167,0.935033,3710444019,24.65833111,0.460548
3710021679,24.6666675,0.933247,3710444049,24.66666417,0.459357
3710021709,24.67500139,0.93027,3710444079,24.67499944,0.45638
3710021739,24.68333444,0.929675,3710444109,24.6833325,0.456976
3710021769,24.691665,0.932056,3710444139,24.69166639,0.45638
3710021799,24.70000056,0.932056,3710444169,24.69999778,0.45519
3710021829,24.70833139,0.935628,3710444199,24.70833306,0.45638
3710021859,24.71666778,0.931461,3710444229,24.71666417,0.45519
3710021889,24.72500056,0.926698,3710444259,24.72499889,0.453999
3710021919,24.73333167,0.925507,3710444289,24.73333306,0.453404
3710021949,24.7416675,0.929675,3710444319,24.74166444,0.453404
3710021979,24.75000083,0.926698,3710444349,24.75000278,0.453999
3710022009,24.75833417,0.93027,3710444379,24.75833194,0.452808
3710022039,24.7666675,0.929675,3710444409,24.76666583,0.451618
3710022069,24.77500083,0.93027,3710444439,24.77499778,0.450427
3710022099,24.78333417,0.927889,3710444469,24.78333111,0.451022
3710022129,24.79166778,0.926103,3710444499,24.79166583,0.450427
3710022159,24.80000139,0.923126,3710444529,24.79999944,0.448046
3710022189,24.80833417,0.925507,3710444559,24.80833278,0.451022
3710022219,24.81666806,0.926698,3710444589,24.81666611,0.453404
3710022249,24.82499889,0.926698,3710444619,24.82499889,0.453404
3710022279,24.83333417,0.925507,3710444649,24.8333325,0.451618
3710022309,24.84166778,0.924912,3710444679,24.84166611,0.450427
3710022339,24.85000083,0.923721,3710444709,24.84999944,0.450427
3710022369,24.85833167,0.926103,3710444739,24.85833306,0.451022
3710022399,24.866665,0.921935,3710444769,24.86666611,0.451022
3710022429,24.87500111,0.924317,3710444799,24.87499944,0.449236
3710022459,24.88333417,0.924912,3710444829,24.8833325,0.448046
3710022489,24.89166806,0.92253,3710444859,24.89166444,0.448046
3710022519,24.89999861,0.92253,3710444889,24.89999944,0.446855
3710022549,24.90833472,0.926103,3710444919,24.9083325,0.448046
3710022579,24.916665,0.924317,3710444949,24.91666611,0.445664
3710022609,24.92500083,0.921935,3710444979,24.92499972,0.445664
3710022639,24.93333417,0.92134,3710445009,24.9333325,0.448641
3710022669,24.94166639,0.92134,3710445039,24.94166639,0.446855
3710022699,24.95000111,0.921935,3710445069,24.94999944,0.444474
3710022729,24.95833361,0.918958,3710445099,24.95833222,0.444474
3710022759,24.96666722,0.920744,3710445129,24.96666611,0.443283
3710022789,24.97500111,0.920744,3710445159,24.97499944,0.444474
3710022819,24.98333444,0.92134,3710445189,24.98333278,0.444474
3710022849,24.99166694,0.917768,3710445219,24.99166639,0.442688
3710022879,25.00000111,0.917768,3710445249,24.99999806,0.443878
3710022909,25.00833444,0.917768,3710445279,25.00833278,0.442092
3710022939,25.01666806,0.921935,3710445309,25.01666611,0.440306
3710022969,25.02500111,0.920149,3710445339,25.02499889,0.445069
3710022999,25.03333444,0.918363,3710445369,25.03333306,0.442092
3710023029,25.04166722,0.920149,3710445399,25.04166639,0.442092
3710023059,25.05000111,0.917172,3710445429,25.04999917,0.442688
3710023089,25.05833417,0.915982,3710445459,25.05833306,0.441497
